ID,Title,Institution,Members,Location,Coordinates,Issue Primary,Issue Secondary,Approach Primary,Approach Secondary,Youth Focused?,Quote
2255,The Pad Project,George Washington University,Nomonde Shongwe,Johannesburg,"-26.202270,28.043630",Health & Wellbeing,,Equipment & Materials,Educational Enrichment,Yes,"I define peace as the ability for individuals and communities to live with dignity, free from barriers that limit
their growth or opportunities. In Alexandra, period poverty was one of those barriers. By removing it even
temporarily, we gave girls more freedom to show up in school and in their lives without shame. This project managed to give girls tools to stay in school, boosting their confidence, and reducing stigma
through open dialogue.
In the short term, the project provided immediate relief and knowledge. In the long term, it planted seeds
of self-reliance and community-driven change, as girls are now able to share these skills with others.The decision to focus on period poverty came from my lived experience growing up in South Africa and
witnessing how a lack of menstrual products kept girls out of school. I knew this was not simply a “health”
issue but also about education, confidence, and equity. For that reason, I designed the project to provide
both products and education, so that participants could meet their immediate needs while learning
sustainable ways to care for themselves.
Over the summer, I conducted seven workshops across seven weeks, reaching approximately 60 girls
per session. These workshops were supported by teachers, nurses, an occupational therapist, and
university volunteers. Each session combined menstrual health education with practical pad-making
training, as well as discussions on breaking stigma, managing hygiene, and building self-confidence.
Many girls expressed that it was the first time they had openly spoken about menstruation in a supportive
space."
2319,THE PEACE CAMP– ADVANCING LITERACY IN KWALI THROUGH KJEF,Smith College,Olohi John,Nigeria,"10.000000,8.000000","Education Quality, Equity & Access",,Educational Enrichment,,Yes,"The Peace Camp was a 6-week summer program with Justice through Literacy, an organization founded
in 2021, that empowered 20 children in Kwali, Nigeria to build foundational skills in reading, writing, math,
and programming. The camp ignited the children’s interest in learning, fostered self-worth and critical
thinking, and engaged parents and the community to reshape attitudes toward education as a
transformative investment.The Peace Camp contributes to peace by tackling an
issue that hinders peace in Nigeria: unequal access to education. Our strategy for preventing and
eliminating illiteracy centers on extending educational opportunities to those whose lack of access places
them at a disadvantage, thereby addressing not only immediate needs but also the structural factors that
perpetuate educational inequality.At the camp, participating children were introduced to education through lessons in English
language, mathematics, and computer programming. We also deliberately integrated opportunities to
debunk misleading connotations parents and children had about education. The camp was launched with
a parents engagement session where parents were given the safe space to express their concerns about
education and the camp in general. For the children, we had both spontaneous and structured sessions,
where we designed activities to boost confidence in their intellectual abilities.
Throughout the program, we stayed connected with parents through a WhatsApp group  and by reaching out via calls or in-person visits for parents who couldn’t join the Whatsapp group.
Perhaps the most remarkable achievement of The Peace Camp was its impact on people— on children
who gained access to education, on parents whose outlook on formal education shifted, and on us, the
team, who carry forward the peace-building skills we learned."
,,"University of Jos, Nigeria",Oyale John,,,,,,,,
,,"University of Abuja, Nigeria",Favour Hosea,,,,,,,,
2287,The Sacred Peak Uplifting Project,Lake Forest College,Desang Lhaki Tenzin,Bhutan,"27.500000,90.500000","Education Quality, Equity & Access",Health & Wellbeing,Infrastructure,Equipment & Materials,Yes,"Young monks at Eutokha Monastery, Paro, Bhutan, many of whom are often orphans or from
economically challenged backgrounds were given access to proper education, food, health, hygiene,
safety and better living standards. I worked directly with the monks, monk abbot and principal of the
monastery to organise purchase of necessities that included washing machines, rice cookers, stoves,
bedding sets, notebooks, electrical supplies and such that has transformed their living conditions. I was determined to conduct more community bonding activities so I considered the strict daily schedule
of monks to implement the project which meant it had to occur during weekends and caused the project
to take longer than expected. It was worth the effort as I learnt a lot more about the individual lives of
monks and the privileges that most people have that go unnoticed and underappreciated. I also learnt
that in the monastic community they follow ‘Kuenzangcholing’ that means to be the one and it saved the
project significant labor costs as when painters were needed we became painters, when electricians were
needed we became electricians and when chefs were needed we became the chefs. Through these
conversations I also learnt that the monastery only gets monthly supplies for 20 monks who are officially
registered, although they have 60 monks because of underlying issues in the society where
disadvantaged families enroll their children in monasteries. Peace for me is to live without having to worry about basic necessities such as food, water and shelter
allowing me to help myself and others. I am truly at peace when I am able to appreciate small things in
life that are often taken for granted as simple as having the privilege to worry about my grades."
2310,Transforming Pediatric Spaces: Creating Hopeful Spaces for Healing and Learning,Randolph-Macon College,Selikem Kartey,Ghana,"8.000000,-2.000000",Youth development,Health & Wellbeing,Infrastructure,Equipment & Materials,Yes,"I define peace as the creation of spaces where dignity, comfort, and hope can exist even in the
midst of difficulty. In the short term, the project provided children with joy, distraction, and intellectual
stimulation during their hospital stay. In the long term, it has created a model for incorporating enrichment
and learning into pediatric care, encouraging a more holistic approach to healing. A significant challenge
was discovering that my original plan to renovate a daycare library space could not move forward due to
ownership barriers. I addressed this by reimagining the project as a portable library, which not only solved
the issue but also made the project more adaptable. This experience strengthened my skills in flexibility
and problem-solving, and I hope to continue learning how to navigate institutional and cultural
complexities in international work.
This project reinforced my belief in the resilience of children and the power of small acts of care. It
challenged me to think creatively about peacebuilding in unexpected spaces and inspired me to pursue future initiatives that combine education, healing, and compassion.
"
2283,Turning 11:11 Wishes into Action: Combating Child Marriage and Creating Safe Futures for Girls,International House,Poojitha Tanjore,Maryland,"38.978590,-76.491840",Youth development,Human Rights & Justice,Dialogue,Advocacy & Organizing,Yes,"I define peace as women’s security, the assurance that women and girls are free from harm, coercion, and exploitation, and empowered to thrive. Our project addressed the urgent issue of child marriage prevention in the United States. Each year, nearly 300,000 minors under age 18 are married in the U.S. (Journal of Adolescent Health, 2021). In response, we established a 501(c)(3) nonprofit to ensure accountability and sustainability. We built an emergency response app with a live chat function, conducted a needs-based assessment through cross-disciplinary collaboration, created a modular curriculum with two distinct trainings (one for schools and one for shelters), developed a website with donation functionality, designed a professional social media campaign that is launching this month, and prepared a slide deck for dialogues that was collaboratively created by our team and reviewed by a professional facilitator. Because the curriculum is already modular, we are actively preparing to distribute it to a broader set of institutions, including hospitals and faith communities. We are also expanding NBAs nationally and leveraging the social media campaign to broaden awareness and partnership-building. Importantly, we are now positioned to host community dialogues using the collaboratively created and professionally reviewed slide deck. These dialogues will deepen partnerships, encourage community ownership, and expand prevention strategies. The grant laid the groundwork for both immediate protection and long-term systemic change.  "
2331,Ukraine Rebuilding Initiative: The Case of Nizhyn,University of Florida,Mikhail Mikhaylov,"Gainesville, FL","29.651630,-82.324830",Social Cohesion,,Infrastructure,,,"The Ukraine Rebuilding Initiative (URI) advanced five interconnected projects in Nizhyn, Ukraine—civil
engineering, public health, prosthetics, agriculture, and cultural affairs—each designed to respond to urgent
needs while building long-term resilience. Through collaborative efforts between UF students, local
Ukrainian partners, and international supporters, we adapted plans midstream to ensure material aid,
cultural exchange, and symbolic solidarity could meaningfully support a city under war’s shadow. We define peace as the process of meeting urgent human needs while fostering dignity, connection, and
hope across communities. Our project contributed to peace both materially—through medical equipment,
infrastructure progress, and cultural training—and symbolically, by demonstrating to Nizhyn that students
thousands of miles away are committed to their recovery. Short-term, the ECGs and prosthetic work will
ease suffering for individuals, while oral histories and student exchanges have already deepened
understanding across borders. Long-term, infrastructure upgrades and preserved narratives will sustain
resilience, offering a model of partnership-driven rebuilding.
A moment that embodied this came during our virtual meeting with the Nizhyn City Council. Even as we
presented tangible updates, what resonated most was their gratitude for symbolic solidarity, especially as
we congratulated them on Ukraine’s Independence Day. In that exchange, it became clear that peace is
not only the absence of conflict but also the presence of unwavering human connection. The conflict we
navigated most often was internal: balancing shifting needs and limited budgets across divisions. By
listening, compromising, and reallocating, we ensured each project could still move forward. This
experience deepened our collective understanding of adaptive peacebuilding—responding with flexibility
while never losing sight of dignity and compassion."
,,,Ivan Perevorukhov,,,,,,,,
,,,Shayan Abbas,,,,,,,,
,,,Elizabeth Kemp,,,,,,,,
,,,Simona Belilovskiy,,,,,,,,
,,,Anthony Carrero,,,,,,,,
,,,Lejla Hamzagic,,,,,,,,
,,,Grace Wright,,,,,,,,
2338,Ukuthung’ Ukuthula: Sewing Peace,University of Rochester,Nyasha Gwaza,Matabeleland South,"-20.936220,29.006980",Economic Development & Entrepreneurship,Youth development,Skills Development,Equipment & Materials,Yes,"I chose to reduce the prevalence of illegal mining in Gwanda because during a recent trip home, I saw the
community I loved degraded. Many trees were cut down, and holes were dug everywhere. The
government had deployed police throughout the area to control the situation, and I heard the teachers’
concerns about the number of students dropping out due to illegal mining. This received national attention
and was all over the newspapers.
I chose to equip people with sewing skills to resolve the issue because the people who engaged in illegal
mining activities were mostly high school dropouts, and they lacked academic qualifications to be hired
for most jobs. Sewing is a skill that can be learned quickly, and individuals can be hired by textile
companies in Zimbabwe, employed by tailors in Gwanda, or start their own practice. Sewing is a
therapeutic skill, giving us the space to sit together and explore ways to strengthen our community. It also
signifies mending a community that is falling apart and sewing the traumatic parts of these people’s lives,
giving them a better chance at a brighter future. I define peace as the absence of conflict, living in harmony with oneself, other people and
the environment.
Sewing peace reduces the prevalence of illegal mining activities, which reduces crime and harm done to
the environment. In the short term, the project provided our participants with a sustainable and legal
alternative to earn a living. In the long term, I hope that this project encourages environmentally
sustainable practices in the region and in the country. I also hope that similar approaches on training
people with practical skills would be used to reduce unemployment, so that people do not have to turn to
illegal means to support themselves and their families."
2247,Umoja: Building Unity through sports,Davidson College,Eleiezer Majambere,Kenya,"1.000000,38.000000",Social Cohesion,Youth development,Sports & Play,,Yes,"The Umoja Peace Project in Kakuma Refugee Camp and Kalobeyei resettlement used sports,
mentorship, and community storytelling to unite ethnically diverse groups and promote peaceful
coexistence. Through a mixed-nationality soccer tournament, community races, school outreach, and
media engagement, the project reached over 45,000 people and sparked a grassroots movement for
peace. Early on, we made a major change to our original plan. Rather than allowing each nationality to form a
team, which could reinforce division after wins and losses, we worked with community leaders and
coaches to form eight mixed-nationality teams. This change sparked fear and skepticism, but with the
help of community leaders and working closely with the police department in Kakuma to ensure that
everything was smooth, it worked more than we anticipated. It was crucial to the spirit of Umoja: shared
goals, shared joy, and shared humanity. Attendance at the soccer tournament was low at first, but after the third match, word spread, and after
people were assured that no fights were happening. Peace held. Crowds grew. By the final match, over
40,000 people gathered to watch, cheer, and witness a new kind of unity. Guest speakers from NGOs like
JRS and UNHCR, local communities, and government partners addressed the crowd before each match,
emphasizing the message of peace."
2325,Un Nouveau Depart (A New Beginning),Trinity College,Myriam Fleur Benedicte Baile,Burkina Faso,"13.000000,-2.000000",Economic Development & Entrepreneurship,Ag & Food Security,Skills Development,,No,"families. Implemented in partnership with the local NGO
Teel-Taaba in Zoundweogo Province, this project empowered over 50 refugees through sustainable
agricultural training, critical resources, and market connections. This report details the project’s
implementation, reflects on its contributions to peace, and summarizes the personal growth it fostered.
Project Description, Implementation and Adaptation
The project’s approach was rooted in the belief that lasting peace is built on economic security
and agency. Zoundweogo Province was selected due to its high concentration of displaced families,
and Teel-Taaba’s established presence made them the ideal partner. Together, we identified
participants through community consultations, prioritizing families most affected by displacement and
those with interest in farming. A joint management committee composed of refugees, host community
members, and Teel-Taaba staff was established to ensure accountability and local ownership.“By equipping refugee families with the means to cultivate their own food and generate income, we did
more than plant crops; we planted hope and a renewed sense of dignity. This project reminded me that
peace begins with opportunity, and that empowering communities to lead is one of the strongest paths
to lasting stability.” I define peace not as merely the absence of violence, but as the presence of conditions for a
dignified life: stability, opportunity, and the ability to shape one’s future. Un Nouveau Départ contributed
to this vision by addressing fundamental needs. In the long term, the structures created (training, tools,
irrigation, and market access) are designed to generate income, strengthen resilience, and foster social
cohesion between refugees and host communities."
2289,"UNBOUNDED, the Girl Child Who Embraces Her “Louding” Voice!",Pomona College,Michell Mamombe,Gweru,"-19.450000,29.816670",Youth development,,Skills Development,,Yes,"Girls between the ages of 12-18 in the high-density suburb of Gweru, Zimbabwe, face gender inequality and discrimination. UNBOUNDED bridged that gap by partnering with Girls in Tech Zimbabwe and Empowered Youth Generation to empower 35 changemakers with research methods, coding, and social entrepreneurship at Matinunura High School in Mkoba. Personally, this project has reshaped my perspective on leadership. I began with preconceived notions of
how it “should” go, but quickly realized we had to meet the girls where they were, not where we wanted
them to be. This demanded patience, empathy, and a willingness to adapt using human-centered design.
Watching these girls transform from shy, hesitant students into confident, curious leaders has been the
most rewarding part. Although I managed the project remotely, I gained deep insight into trust, delegation,
and resilience. Leading from afar required me to believe in others, and Mitchel’s dedication turned my
vision into reality. I am profoundly grateful for the support of my team in Zimbabwe, whose hard work has
made this dream a success.
Peace, to me, is not abstract. It is the moment when a young girl begins to believe in her own potential
and carries others along with her. Peace is exposing students who were once marginalized to
opportunities they never imagined possible. Through UNBOUNDED, I see changemakers being born,
leaders daring to do the impossible, and I am confident we are heading in the right direction."
2288,Voices Unheard: Breaking the Cycle of Violence,Kalamazoo College,Altanshagai Altankhuu,Mongolia,"46.000000,105.000000",Health & Wellbeing,,Outreach & Information Campaigns,,No,"This project reminded parents, caregivers, and adults that who a child becomes depends on the care
they receive. Through content, closed events, and meetings, we wanted to help people reflect on
neglect and violence, and to support self-understanding and mutual care. The foundation of peace is
individual development, and since personality, habits, and psychological patterns are formed in
childhood, the project was made to show how neglect and violence can influence a person’s entire
life. To include multiple perspectives across age and social background, we used a three-part,
complementary approach—personal testimony, direct conversations with at-risk youth, and
community-level dialogue and support. Because it was difficult to find people willing to share openly, and because children’s rights had to be
respected, only one story was made public on TV. The others were adapted into closed events rather
than videos. For me, peace means being able to manage one’s own emotions and relationships without being a
burden to oneself or others. When people understand themselves, they can understand others and
resolve problems. Financial stability is also part of this balance.
Our project, I think, contributed to this idea of peace. It was able to create a space for courage and
openness. When the participant shared her story honestly and bravely, it inspired many viewers to
reflect on their own lives and find strength within themselves. Those who attended the events said
that the conversations gave them better understanding of their own situations."
2256,Waves of Healing: Integrated Health Education for Rohingya Refugees,Georgetown University,Isra Satiar,Chittagong Division,"22.338400,91.831680",Health & Wellbeing,,Skills Development,Equipment & Materials,No,"I chose to implement a project in one of the most vulnerable regions in the world, refugee camps
in Bangladesh, because of the scale of health needs there. With over 1.5 million refugees crowded into
just 13 square kilometers, the camps face critical shortages of resources, space, and access to care,
making them one of the most densely populated and underserved places on Earth.
I shaped my project around three goals: (1) to strengthen knowledge through medical and mental health education workshops; (2) to provide children with hygiene tools and disease prevention education through personalized care packages, and (3) to launch the camp’s first Comfort Clinic, a trauma-informed space for youth healing and belonging.  I have come to define peace as human dignity restored: when people feel safe to thrive as
themselves, without the weight of neglect or exclusion. That vision shaped the heart of my project. In the
short term, the work provided practical skills and spaces of joy for children and youth, with a deeper
purpose to cultivate resilience, community capacity, and healing in the face of displacement. Watching
children step into the Comfort Clinic and recognize it as a space they could claim and shape for
themselves showed me what peace can look like even in one of the world’s most precarious settings. At
the same time, I confronted challenges that revealed how fragile dignity can be. One of the most
significant was navigating the language and cultural barriers among Bangla-speaking aid workers and
Rohingya-only speakers. Though I am fluent in Bangla, it became clear that refugees’ isolation is
deliberately reinforced by policies that prevent integration into the host society. To overcome this, I leaned
on nonverbal teaching, translation from local staff, and patience in listening. All of these moments
reminded me that the restoration of dignity requires more than the provision of resources; it includes
bridging divides in communication and trust. These experiences left me eager to learn more about
intercultural communication and trauma-informed teaching, so that I can better serve communities on the
margins of society whose voices are often left unheard."
2329,West Willow Will: Coding for Change (WWW.CODE),University of Michigan,Radha Malde,Michigan,"42.732530,-84.555530",Technology Equity & Access,,Educational Enrichment,,yes,"This project addressed the issue of unequal opportunity in the fields of computer science and engineering
by teaching computer programming and Arduino (a beginner-friendly, hands-on, hardware platform), to
middle- and high school-aged kids living in an under-resourced area. I worked with the Odindi Youth
Action Village, a nonprofit based in West Willow, Ypsilanti MI, to teach students enrolled in their summer
camp. I define peace as making the world a better place and accepting and uplifting others. As communities in
Southeast Michigan continue to recover from the decline of auto manufacturing jobs, projects like
WWW.Code have the potential to contribute to peace and prosperity. By inspiring kids to pursue an
education and career in computer science or engineering, this will bring more diversity and advancements
to these fields. Short-term, students got exposure to coding and engineering, subjects not often taught at
that age. They got to build and create using skills they had learned, and feel a sense of accomplishment.
It was a joy to see my students' faces light up when their keyboard or sensor projects worked and they
could play notes with what they had made. Long-term, I witnessed many students going from having an “I
can’t do it” attitude, to gaining confidence and being able to say “I did it”. Hopefully, this experience instills
more confidence in their own ability to learn something brand new."
2316,Where We've Been and Where We’re Going: Giving Testimony to Chicago’s Chinatown Through Zine Making,School of the Art Institute of Chicago,Zoe Chen,Chicago,"41.850030,-87.650050",Cultural Preservation/Expression,Social Cohesion,Art & Design,Documentary & Reporting,No,"By conducting interviews and illustrating comics, I am facilitating an ongoing ethnographic
exploration of Chicago’s Chinatown. I worked closely with past and current residents of Chinatown and
the Chinese American Museum of Chicago (CAMOC) and plan to continue my relationships with them
after the end of the grant period.I meet with interviewees several times to clarify statements
and answer additional questions to make sure I represent their ideas well. I take audio recordings of the
interviews on my phone and edit the transcriptions for clarity. The edited transcriptions determine the
layout of each zine; I plan my drawings around the written text on each page. In between interviews, I visit
Chinatown (almost always by train) to collect reference photos for my drawings. Again, the edited
transcriptions inform how I represented Chinatown– what I drew for each panel and splash page (a full
page of illustration) reflected the sentiments of the interviewee.I will end the series by connecting the
ongoing crises previously mentioned to Chinese Exclusion. Chinese Exclusion marks the first time in U.S.
history where a group of people were banned and forcibly removed from the U.S. based on race. Though
the opinions of my interviewees varied, they had all mentioned past or present issues around the
immigration status of some of Chinatown’s residents. This project has become a means for me to be a
better advocate and I’m excited to be able to show support for a community I love through my art."
2342,Wings of Women,Washington & Lee University,Anshika Patel,Uttar Pradesh,"26.839280,80.923130",Health & Wellbeing,,Equipment & Materials,,No,"Wings of Women (WoW) addressed menstrual health inequity and economic disempowerment among
rural women in Pawara, Uttar Pradesh, by establishing a community-driven manufacturing unit for
affordable, reusable cloth pads. Working with local partner TOY (Teaching Outstanding Youth) and
community volunteers, the project trained 50 women in pad production and business skills, hired 10 as
manufacturers, and created a sustainable model that provides both menstrual hygiene solutions and
economic opportunities for underprivileged women. Peace has a different definition for women in my neighboring community, Pawara, in the northern Indian
state of Uttar Pradesh. For them, peace is more than the absence of conflict—it's having the women's
right and courage to talk openly about menstruation, access to gynecologists and menstrual pads,
financial independence, and protection against domestic violence.
Contribution to Peace
Short-term changes include immediate access to hygienic menstrual products for hundreds of women,
reduction in fungal infections, and economic empowerment for 10 manufacturer-employees. 
A significant challenge arose when some community elders initially resisted women discussing
menstruation openly, viewing it as culturally inappropriate. We navigated this by engaging male
community leaders, emphasizing health benefits for their families, and involving respected women as
ambassadors. This taught me the importance of working within cultural frameworks rather than against
them, using respected voices to facilitate change. I'd like to learn more about gender-sensitive community
engagement strategies and how to scale culture-change initiatives effectively. When we address basic human needs like menstrual health while simultaneously
creating economic pathways, we don't just solve problems; we transform lives and communities. The
most powerful lesson was seeing how women, given the right tools and support, become the architects of
their own liberation and the catalysts for broader social change."""
2248,Winjo Integrated Livelihoods and Empowerment Project,Davidson College,Victoria Ochieng,"Migori, Kenya","-1.063430,34.473130",Environment & Climate,Economic Development & Entrepreneurship,Equipment & Materials,,No,"This summer, I had the privilege of leading the Winjo Integrated Livelihoods and Empowerment
Project (WILEP) in partnership with ChildSpace Organization and Tupande Africa. WILEP was a
community-driven initiative that sought to empower the people of Winjo to sustainably adapt to climate
change while fostering economic resilience and mobility. Through WILEP, we trained 50 farmers on
climate smart agriculture, gave them drought-resistant seeds and fertilizers, and enrolled them in Tupande
Africa, a program that supports farmers across Africa to improve their yields and resilience. Through WILEP, I have come to understand that peace is not only the absence of conflict but also the presence of collective responsibility, fairness, and mutual support. Through the goat program and support for chamas, the Winjo community embodied the principles of Ubuntu and Harambee. I saw this spirit come alive when the village elders volunteered to walk with me from one edge of the village to the other to ensure that no household was left out. Now that I think of it, identifying the 40 most vulnerable households would have been a real challenge without community input, and I cannot fully express how important that was. I also appreciate the support of the deputy headteacher and the students of Winjo Secondary School; through their support, we were able to support three students by clearing part of their school arrears. These collective approaches reduced inequalities, minimized potential conflicts, and helped build trust. Similarly, the climate-smart agriculture training and access to Tupande Africa’s resources has equipped farmers with tools to improve their livelihoods while managing natural resources sustainably. And when households can secure food and income without competing destructively for scarce resources, tensions decrease, and a culture of cooperation grows. Another key lesson I learned through this is the importance of community ownership."
2246,WiseBox: Empowering Internally Displaced Youth Through Innovative Clean Energy Tech,Dartmouth College,Triumph Kia Teh,Cameroon,"6.000000,12.000000",Youth development,Economic Development & Entrepreneurship,Skills Development,Technology Innovation & Tools,Yes,"The WiseBox project addressed energy poverty and educational inequality for internally displaced students in Cameroon, alongside the environmental crisis of plastic and electronic waste. We used an approach centered on education and hands-on skills training, working with 60 students in Obili, Yaoundé, and 40 in Bamenda to build portable, solar-powered boxes from upcycled materials. We identified a direct correlation between the lack of reliable electricity in IDP communities and falling educational outcomes. Students could not study after dark. Simultaneously, we observed severe plastic and electronic waste pollution. We chose a solution that tackled both issues: empowering students to convert waste into a functional educational tool (light and power) through a project-based learning model. This approach provided immediate aid while building long-term, sustainable skills. Our local partnership with the Open Dreams Center in Yaounde was indispensable. They provided a venue for strategic planning and workshops, helped with community engagement and trust- building, integrated our curriculum into their Summer Academy schedule, and provided logistical support. This partnership was the cornerstone of our project's successful implementation. Our partner, Mboa Hub, provided us with facilitators and study materials used during the training. Our original plan focused primarily on distribution. Based on community input during planning, we pivoted to a more impactful ""teach-to-fish"" model. We expanded the project scope to include a comprehensive 6-week technical curriculum and the development of a proprietary Learning Management System (LMS) www.dewise-energy.com. This adjustment ensured the knowledge remained within the community, allowing students to maintain, repair, and replicate the WiseBoxes themselves, vastly increasing the project's long-term impact and sustainability. We also built a community solar energy system at Mboa Hub, where these internally displaced families can charge their boxes for eventual use. This project has challenged my understanding of innovation. I learned that the most powerful
solutions are not always the most technologically complex, but those that are context-specific,
resourceful, and community-owned. It has inspired me to view constraints not as barriers, but as
the very materials for creating change."
2337,Women Weave Change,University of Richmond,Minahil Mobeen,Punjab,"31.558000,74.350710",Economic Development & Entrepreneurship,,Skills Development,Equipment & Materials,No,"The central issue this project tackled was the lack of financial independence and poor working
conditions for women working in the carpet weaving industry. Due to the traditional home-based
structure of carpet weaving, outdated equipment, and lack of access to knowledge, female carpet
weavers face economic instability, health risks, and limited decision-making power, while communities
suffer from slower social and economic growth. Therefore, the solutions were designed to be realistic,
compliant with community norms, and relevant to their most pressing needs. By creating a
centralized workspace equipped with a daycare center for the artisans, alongside hosting workshops, the
project fostered a sense of independence for the women. For me, peace is the creation of equitable opportunities that reduce exploitation, enable self-sufficiency,
and foster community solidarity. It involves the establishment of structures that allow people to live with
economic security, dignity, and hope. Within this project, peace refers not only to the absence of barriers
to social development but also the presence of resources and knowledge that increase resilience and
independence.
‘Women Weave Change’ fulfilled these aspects of developing peace as the centralized and supportive
nature of the weaving center alongside skills-focused workshops allowed them to build knowledge in
strategies to reduce exploitation and improve autonomy. It further strengthened the community’s
commitment to equitable opportunities by involving men in the establishment of the center and
creating a daycare center for children. In the short term, the women expressed that they felt more
productive and focused while working at the center and demonstrated greater confidence in their
ability to manage finances due to the workshops. Moreover, we observed increased morale and
security due to the provision of reliable income and better workspaces.
For the long term, we expect to see increased production and a steady source of income for the
community through consistent employment as fair labor conditions and wages will be monitored closely
by DCHD and Label STEP. Moreover, we further anticipate better attendance at school and greater say
of women in financial matters. Through preserving cultural heritage and creating equitable
opportunities, the project will strengthen community cohesion and ensure long-term stability, while
financial literacy workshops will foster intergenerational education and peacebuilding."
,,,Yacine Badamassi Djariri,,,,,,,,
2296,Youth Empowerment Project Niger,Macalester College,Raouda Mamane Bello Boubacar Kinassa,Niamey,"13.513660,2.109800",Youth development,,Educational Enrichment,,Yes,"The Youth Empowerment Project (YEP) Niger is a month-long program that addresses the country’s
challenges of instability and limited opportunities for young people with leadership and entrepreneurial
skills, fostering mental health awareness and encouraging community engagement. Bringing together
20 young people from all eight regions, the project fostered inclusion and resilience, empowering
participants to become agents of peace who drive change within their communities. We chose to believe in the potential of our youth, to help them see
themselves as capable and important and to show them that they can contribute to something bigger
than themselves. YEP really has an objective to give the young people the opportunities they lack. We
saw peace not as an abstract goal but as a process that begins when young people are empowered
to take responsibility for their communities and feel that their voice, skill and actions truly matter.
To bring this vision to life, we designed a month-long program around four pillars which are
leadership, entrepreneurship, mental health and community engagement. Each week focused on a
single pillar, combining interactive workshops, hands-on exercises and reflection sessions.
Participants were guided by guest speakers, trainers and local professionals, who shared their
expertise and inspired our participants to see the value of their contributions.  “Peace isn’t something we wait for, it’s something we create.Through YEP, I learned that lasting
change begins with young people who dare to believe in themselves, take action and lift others along
the way. Leadership isn’t about waiting for permission—it’s about making tough choices, trusting
yourself and seeing opportunity in every obstacle. Today more than ever, I am convinced that we are
not just the leaders of tomorrow, we are the leaders of today”"
2257,Youth Governance Lab,Gettysburg College,Nafis Imtiaz Imam,Dhaka,"23.710400,90.407440",Governance & Civic Engagement,Youth development,Educational Enrichment,,Yes,"The idea for the Youth Governance Lab emerged from recognizing that although youth constitute the largest
demographic in Bangladesh, they are often underrepresented and disengaged from governance processes
due to limited access to civic education and democratic literacy. To bridge this gap, we designed interactive
and experiential workshops to raise awareness of governance issues, promote accountability, and equip
young individuals with the knowledge and skills required for active civic participation. Our strategy leveraged participatory learning methods, including simulations, group discussions, role- playing, and practical campaign design, to translate abstract governance concepts into relatable experiences for participants. Dhaka, the capital of Bangladesh, was strategically chosen as the central
workshop site due to its accessibility and capacity to convene youth from across the country. Through
strong local networks and partnerships, we successfully recruited 60 participants from 28 districts, more
than 75% of whom traveled from outside the capital. The group was diverse: 77% students, 17% working
professionals, and 3% entrepreneurs.Peace, to me, is an inclusive, just, and accountable society, one where each individual feels safe, valued,
and empowered to engage without fear, oppression, or exclusion. The Youth Governance Lab directly
contributes to building peace by enabling youth to challenge injustice constructively, promoting civic
participation rather than conflict. In the short term, the workshops fostered dialogue, understanding, and
immediate awareness among participants. In the long term, they laid a sustainable foundation for youth-led
movements advocating transparency, human rights, and social accountability throughout Bangladesh. A
notable challenge we encountered involved navigating the divergent political beliefs among participants,
which occasionally led to tensions in discussions. We addressed this proactively by emphasizing respectful
and inclusive dialogue, establishing clear ground rules for communication, and utilizing structured
simulations to shift discussions from divisive ideologies toward collective civic responsibility. This

experience reinforced my appreciation for facilitation and conflict-sensitive engagement skills in youth-
focused programming, an area I am now even more inspired to explore and refine. This project profoundly

reshaped my understanding of peace, reaffirming that enduring harmony cannot rely solely on policies or
treaties; rather, it is rooted deeply in grassroots education, empathy, and meaningful empowerment.
Witnessing the transformative growth of young people through this initiative has inspired me to deepen my
commitment to civic education and youth leadership, guided by the conviction that informed, engaged, and
empowered youth are indeed the strongest architects of a peaceful and just future."
